1,0,0.78539084,2.0693942e-08,-2.2918041e-08,-2.3561945,0,0,-0.014319082,4.1388085e-05,-4.5835826e-05,-0.0010916035,0,0,-14.319141,0.041388831,-0.04583484,-1.0913431,0,0,0.52000001,1.2883279,-0.2932338,-1.5708037,1.5724499e-09,-3.0838341e-08,0.78539084,2.0693948e-08,-2.2918039e-08,-2.3561945,0,0,-0.014319082,4.1388085e-05,-4.5835826e-05,-0.0010916035,0,0,-14.319141,0.041388831,-0.04583484,-1.0913431,0,0,1.0370091e-08,1.3883279,-0.2932338,-1.5708037,1.5724474e-09,-3.083834e-08,0.78539084,2.0696515e-08,-2.2916633e-08,-2.3561945,0,0,-0.014318916,4.1393232e-05,-4.583301e-05,-0.0010919076,0,0,-14.318975,0.041393978,-0.045832024,-1.0916472,0,0,-0.51999999,1.2883279,-0.2932338,-1.5708037,1.5696344e-09,-3.0839165e-08,-0.78539084,-2.0006179e-08,-2.3109217e-08,2.3561945,0,0,0.014319081,-4.0012536e-05,-4.6218188e-05,0.0010916008,0,0,14.31914,-0.040013276,-0.046217202,1.0913405,0,0,0.51999999,-1.2883279,-0.2932338,1.5708037,-2.1939562e-09,-3.0487205e-08,-0.78539084,-2.0006173e-08,-2.310922e-08,2.3561945,0,0,0.014319081,-4.0012536e-05,-4.6218188e-05,0.0010916008,0,0,14.31914,-0.040013276,-0.046217202,1.0913405,0,0,-9.9555494e-09,-1.3883279,-0.2932338,1.5708037,-2.1939587e-09,-3.0487206e-08,-0.78539084,-2.0006179e-08,-2.3109217e-08,2.3561945,0,0,0.014319081,-4.0012536e-05,-4.6218188e-05,0.0010916008,0,0,14.31914,-0.040013276,-0.046217202,1.0913405,0,0,-0.52000001,-1.2883279,-0.2932338,1.5708037,-2.1939562e-09,-3.0487205e-08,0,0,0,3.6902091e-32,3.9443045e-31,0,0,0,0,0,0,0,0,0,0,0,0,0,21586.016,-12.561283,13.911174,767.94327,0,0,21586.016,-12.561283,13.911174,767.94327,0,0,21585.765,-12.562845,13.910319,768.15723,0,0,-21586.014,12.143804,14.027221,-767.9414,0,0,-21586.014,12.143804,14.027221,-767.9414,0,0,-21586.014,12.143804,14.027221,-767.9414,0,0
2,0.001,0.78536936,8.2776918e-08,-9.1670658e-08,-2.3561962,0,0,-0.028638344,8.2778435e-05,-9.1668658e-05,-0.0021824163,0,0,-14.319382,0.041391843,-0.045830857,-1.0902912,0,0,0.52000004,1.2883202,-0.29324519,-1.5708268,6.2852708e-09,-1.2335325e-07,0.78536936,8.2776924e-08,-9.1670656e-08,-2.3561962,0,0,-0.028638344,8.2778435e-05,-9.1668658e-05,-0.0021824163,0,0,-14.319382,0.041391843,-0.045830857,-1.0902912,0,0,4.1480972e-08,1.3883202,-0.29324519,-1.5708268,6.2852683e-09,-1.2335324e-07,0.78536936,8.2787213e-08,-9.1665026e-08,-2.3561962,0,0,-0.028638012,8.2788729e-05,-9.1663026e-05,-0.0021830245,0,0,-14.319216,0.041396991,-0.045828041,-1.0905953,0,0,-0.51999996,1.2883202,-0.29324519,-1.5708268,6.274009e-09,-1.2335654e-07,-0.78536936,-8.0025826e-08,-9.2435378e-08,2.3561962,0,0,0.028638342,-8.002732e-05,-9.2433383e-05,0.002182411,0,0,14.319381,-0.040016267,-0.04621322,1.0902885,0,0,0.51999996,-1.2883202,-0.29324519,1.5708268,-8.7713664e-09,-1.2194874e-07,-0.78536936,-8.002582e-08,-9.243538e-08,2.3561962,0,0,0.028638342,-8.002732e-05,-9.2433383e-05,0.002182411,0,0,14.319381,-0.040016267,-0.04621322,1.0902885,0,0,-3.9822796e-08,-1.3883202,-0.29324519,1.5708268,-8.7713688e-09,-1.2194874e-07,-0.78536936,-8.0025826e-08,-9.2435378e-08,2.3561962,0,0,0.028638342,-8.002732e-05,-9.2433383e-05,0.002182411,0,0,14.319381,-0.040016267,-0.04621322,1.0902885,0,0,-0.52000004,-1.2883202,-0.29324519,1.5708268,-8.7713664e-09,-1.2194874e-07,0,0,0,3.6902091e-32,3.9443045e-31,0,0,0,0,0,0,0,0,0,0,0,0,0,43387.09,-25.412969,28.142292,1542.972,0,0,43387.09,-25.412969,28.142292,1542.972,0,0,43386.586,-25.416129,28.140563,1543.402,0,0,-43387.087,24.568377,28.377063,-1542.9682,0,0,-43387.087,24.568377,28.377063,-1542.9682,0,0,-43387.087,24.568377,28.377063,-1542.9682,0,0
3,0.002,0.78533356,1.8625236e-07,-2.0625332e-07,-2.3561989,0,0,-0.04295797,0.00012417334,-0.00013749547,-0.0032716393,0,0,-14.319784,0.041396879,-0.045824195,-1.0885316,0,0,0.52000009,1.2883075,-0.29326417,-1.5708653,1.4124884e-08,-2.7754434e-07,0.78533356,1.8625236e-07,-2.0625331e-07,-2.3561989,0,0,-0.04295797,0.00012417334,-0.00013749547,-0.0032716393,0,0,-14.319784,0.041396879,-0.045824195,-1.0885316,0,0,9.3334474e-08,1.3883075,-0.29326417,-1.5708653,1.4124882e-08,-2.7754433e-07,0.78533356,1.8627552e-07,-2.0624064e-07,-2.3561989,0,0,-0.042957472,0.00012418878,-0.00013748702,-0.0032725517,0,0,-14.319618,0.041402027,-0.045821379,-1.0888357,0,0,-0.51999991,1.2883075,-0.29326417,-1.5708653,1.4099545e-08,-2.7755175e-07,-0.78533356,-1.8006235e-07,-2.0797394e-07,2.3561989,0,0,0.042957967,-0.00012004662,-0.00013864256,0.0032716314,0,0,14.319783,-0.040021268,-0.046206558,1.088529,0,0,0.51999991,-1.2883075,-0.29326417,1.5708653,-1.9718748e-08,-2.7438437e-07,-0.78533356,-1.8006235e-07,-2.0797394e-07,2.3561989,0,0,0.042957967,-0.00012004662,-0.00013864256,0.0032716314,0,0,14.319783,-0.040021268,-0.046206558,1.088529,0,0,-8.9603565e-08,-1.3883075,-0.29326417,1.5708653,-1.9718751e-08,-2.7438437e-07,-0.78533356,-1.8006235e-07,-2.0797394e-07,2.3561989,0,0,0.042957967,-0.00012004662,-0.00013864256,0.0032716314,0,0,14.319783,-0.040021268,-0.046206558,1.088529,0,0,-0.52000009,-1.2883075,-0.29326417,1.5708653,-1.9718748e-08,-2.7438437e-07,0,0,0,3.6902091e-32,3.9443045e-31,0,0,0,0,0,0,0,0,0,0,0,0,0,65403.5,-38.555767,42.692415,2324.5184,0,0,65403.5,-38.555767,42.692415,2324.5184,0,0,65402.742,-38.560562,42.689791,2325.1667,0,0,-65403.496,37.274423,43.048585,-2324.5128,0,0,-65403.496,37.274423,43.048585,-2324.5128,0,0,-65403.496,37.274423,43.048585,-2324.5128,0,0
4,0.003,0.78528345,3.3112598e-07,-3.6665843e-07,-2.3562027,0,0,-0.057278138,0.00016557504,-0.00018331328,-0.0043584855,0,0,-14.320354,0.041404026,-0.045814733,-1.0860328,0,0,0.52000017,1.2882897,-0.29329075,-1.5709193,2.5068633e-08,-4.9341097e-07,0.78528345,3.3112599e-07,-3.6665843e-07,-2.3562027,0,0,-0.057278138,0.00016557504,-0.00018331328,-0.0043584855,0,0,-14.320354,0.041404026,-0.045814733,-1.0860328,0,0,1.6593366e-07,1.3882897,-0.29329075,-1.5709193,2.506863e-08,-4.9341097e-07,0.78528345,3.3116716e-07,-3.666359e-07,-2.3562027,0,0,-0.057277474,0.00016559563,-0.00018330202,-0.004359702,0,0,-14.320188,0.041409175,-0.045811918,-1.0863369,0,0,-0.51999983,1.2882897,-0.29329075,-1.5709193,2.5023584e-08,-4.9342415e-07,-0.78528345,-3.2012145e-07,-3.6971733e-07,2.3562027,0,0,0.057278135,-0.00016007268,-0.00018484274,0.0043584749,0,0,14.320354,-0.040028364,-0.046197097,1.0860301,0,0,0.51999984,-1.2882897,-0.29329075,1.5709193,-3.5013625e-08,-4.877937e-07,-0.78528345,-3.2012144e-07,-3.6971733e-07,2.3562027,0,0,0.057278135,-0.00016007268,-0.00018484274,0.0043584749,0,0,14.320354,-0.040028364,-0.046197097,1.0860301,0,0,-1.593009e-07,-1.3882897,-0.29329075,1.5709193,-3.5013627e-08,-4.877937e-07,-0.78528345,-3.2012145e-07,-3.6971733e-07,2.3562027,0,0,0.057278135,-0.00016007268,-0.00018484274,0.0043584749,0,0,14.320354,-0.040028364,-0.046197097,1.0860301,0,0,-0.52000016,-1.2882897,-0.29329075,1.5709193,-3.5013625e-08,-4.877937e-07,0,0,0,3.6902091e-32,3.9443045e-31,0,0,0,0,0,0,0,0,0,0,0,0,0,87635.523,-51.990393,57.560594,3112.0175,0,0,87635.523,-51.990393,57.560594,3112.0175,0,0,87634.507,-51.996858,57.557057,3112.8861,0,0,-87635.517,50.262653,58.040842,-3112.01,0,0,-87635.517,50.262653,58.040842,-3112.01,0,0,-87635.517,50.262653,58.040842,-3112.01,0,0
5,0.004,0.78521901,5.1740577e-07,-5.7287546e-07,-2.3562076,0,0,-0.071599036,0.00020698586,-0.00022911901,-0.0054421396,0,0,-14.321069,0.041412971,-0.04580288,-1.0829022,0,0,0.52000026,1.2882667,-0.29332492,-1.5709886,3.9084873e-08,-7.7095226e-07,0.78521901,5.1740577e-07,-5.7287546e-07,-2.3562076,0,0,-0.071599036,0.00020698586,-0.00022911901,-0.0054421396,0,0,-14.321069,0.041412971,-0.04580288,-1.0829022,0,0,2.5928278e-07,1.3882667,-0.29332492,-1.5709886,3.9084871e-08,-7.7095226e-07,0.78521901,5.1747011e-07,-5.7284026e-07,-2.3562076,0,0,-0.071598206,0.0002070116,-0.00022910493,-0.0054436602,0,0,-14.320903,0.041418121,-0.045800065,-1.0832063,0,0,-0.51999974,1.2882667,-0.29332492,-1.5709886,3.9014482e-08,-7.7097286e-07,-0.78521901,-5.0021102e-07,-5.7765499e-07,2.3562076,0,0,0.071599032,-0.00020010779,-0.00023103083,0.0054421263,0,0,14.321068,-0.040037246,-0.046185246,1.0828996,0,0,0.51999975,-1.2882667,-0.29332492,1.5709886,-5.4624603e-08,-7.6217616e-07,-0.78521901,-5.0021102e-07,-5.7765499e-07,2.3562076,0,0,0.071599032,-0.00020010779,-0.00023103083,0.0054421263,0,0,14.321068,-0.040037246,-0.046185246,1.0828996,0,0,-2.4891905e-07,-1.3882667,-0.29332492,1.5709886,-5.4624606e-08,-7.6217617e-07,-0.78521901,-5.0021102e-07,-5.7765499e-07,2.3562076,0,0,0.071599032,-0.00020010779,-0.00023103083,0.0054421263,0,0,14.321068,-0.040037246,-0.046185246,1.0828996,0,0,-0.52000025,-1.2882667,-0.29332492,1.5709886,-5.4624603e-08,-7.6217616e-07,0,0,0,3.6902091e-32,3.9443045e-31,0,0,0,0,0,0,0,0,0,0,0,0,0,110083.45,-65.717598,72.745831,3904.8792,0,0,110083.45,-65.717598,72.745831,3904.8792,0,0,110082.17,-65.725771,72.741361,3905.9702,0,0,-110083.44,63.533815,73.352833,-3904.8697,0,0,-110083.44,63.533815,73.352833,-3904.8697,0,0,-110083.44,63.533815,73.352833,-3904.8697,0,0
6,0.005,0.78514025,7.45103e-07,-8.2488943e-07,-2.3562136,0,0,-0.085920896,0.00024840872,-0.00027490877,-0.0065215772,0,0,-14.321818,0.041422333,-0.04579046,-1.0796215,0,0,0.52000037,1.2882387,-0.29336668,-1.5710734,5.61312e-08,-1.1101668e-06,0.78514025,7.45103e-07,-8.2488943e-07,-2.3562136,0,0,-0.085920896,0.00024840872,-0.00027490877,-0.0065215772,0,0,-14.321818,0.041422333,-0.04579046,-1.0796215,0,0,3.7338802e-07,1.3882387,-0.29336668,-1.5710734,5.6131198e-08,-1.1101668e-06,0.78514025,7.4519566e-07,-8.2483874e-07,-2.3562136,0,0,-0.0859199,0.00024843961,-0.00027489188,-0.0065234019,0,0,-14.321652,0.041427484,-0.045787645,-1.0799256,0,0,-0.51999963,1.2882387,-0.29336668,-1.5710734,5.6029834e-08,-1.1101965e-06,-0.78514025,-7.2034229e-07,-8.3177196e-07,2.3562136,0,0,0.085920891,-0.00024015486,-0.00027720296,0.0065215613,0,0,14.321817,-0.040046543,-0.046172826,1.0796188,0,0,0.51999964,-1.2882387,-0.29336668,1.5710734,-7.8509608e-08,-1.0975308e-06,-0.78514025,-7.2034228e-07,-8.3177196e-07,2.3562136,0,0,0.085920891,-0.00024015486,-0.00027720296,0.0065215613,0,0,14.321817,-0.040046543,-0.046172826,1.0796188,0,0,-3.5846415e-07,-1.3882387,-0.29336668,1.5710734,-7.850961e-08,-1.0975308e-06,-0.78514025,-7.2034229e-07,-8.3177196e-07,2.3562136,0,0,0.085920891,-0.00024015486,-0.00027720296,0.0065215613,0,0,14.321817,-0.040046543,-0.046172826,1.0796188,0,0,-0.52000036,-1.2882387,-0.29336668,1.5710734,-7.8509608e-08,-1.0975308e-06,0,0,0,3.6902091e-32,3.9443045e-31,0,0,0,0,0,0,0,0,0,0,0,0,0,132747.64,-79.738336,88.246858,4702.3587,0,0,132747.64,-79.738336,88.246858,4702.3587,0,0,132746.1,-79.748252,88.241435,4703.6743,0,0,-132747.63,77.088853,88.983291,-4702.3473,0,0,-132747.63,77.088853,88.983291,-4702.3473,0,0,-132747.63,77.088853,88.983291,-4702.3473,0,0
7,0.006,0.78504716,1.0142331e-06,-1.1226798e-06,-2.3562207,0,0,-0.10024395,0.00028984644,-0.00032067878,-0.0075957964,0,0,-14.32264,0.041432595,-0.045776825,-1.07602,0,0,0.52000051,1.2882056,-0.29341603,-1.5711735,7.6152994e-08,-1.5110525e-06,0.78504716,1.0142331e-06,-1.1226798e-06,-2.3562207,0,0,-0.10024395,0.00028984644,-0.00032067878,-0.0075957964,0,0,-14.32264,0.041432595,-0.045776825,-1.07602,0,0,5.0825809e-07,1.3882056,-0.29341603,-1.5711735,7.6152992e-08,-1.5110525e-06,0.78504717,1.0143593e-06,-1.1226108e-06,-2.3562207,0,0,-0.10024279,0.00028988249,-0.00032065907,-0.0075979252,0,0,-14.322474,0.041437747,-0.045774011,-1.076324,0,0,-0.51999949,1.2882056,-0.29341603,-1.5711735,7.6015017e-08,-1.5110928e-06,-0.78504716,-9.805306e-07,-1.1320477e-06,2.3562207,0,0,0.10024394,-0.00028021668,-0.00032335533,0.0075957779,0,0,14.322639,-0.040056732,-0.046159193,1.0760173,0,0,0.51999951,-1.2882056,-0.29341603,1.5711735,-1.0661443e-07,-1.493856e-06,-0.78504716,-9.805306e-07,-1.1320477e-06,2.3562207,0,0,0.10024394,-0.00028021668,-0.00032335533,0.0075957779,0,0,14.322639,-0.040056732,-0.046159193,1.0760173,0,0,-4.8794487e-07,-1.3882056,-0.29341603,1.5711735,-1.0661443e-07,-1.493856e-06,-0.78504716,-9.805306e-07,-1.1320477e-06,2.3562207,0,0,0.10024394,-0.00028021668,-0.00032335533,0.0075957779,0,0,14.322639,-0.040056732,-0.046159193,1.0760173,0,0,-0.52000049,-1.2882056,-0.29341603,1.5711735,-1.0661443e-07,-1.493856e-06,0,0,0,3.6902091e-32,3.9443045e-31,0,0,0,0,0,0,0,0,0,0,0,0,0,155628.45,-94.053565,104.06239,5503.7167,0,0,155628.45,-94.053565,104.06239,5503.7167,0,0,155626.65,-94.065261,104.056,5505.259,0,0,-155628.44,90.928719,104.93093,-5503.7032,0,0,-155628.44,90.928719,104.93093,-5503.7032,0,0,-155628.44,90.928719,104.93093,-5503.7032,0,0
8,0.007,0.78493976,1.3248094e-06,-1.466229e-06,-2.3562288,0,0,-0.11456822,0.00033129934,-0.00036642859,-0.0086646791,0,0,-14.323725,0.041446132,-0.045758814,-1.0712618,0,0,0.52000066,1.2881674,-0.29347298,-1.571289,9.9094031e-08,-1.9736078e-06,0.78493976,1.3248094e-06,-1.466229e-06,-2.3562288,0,0,-0.11456822,0.00033129934,-0.00036642859,-0.0086646791,0,0,-14.323725,0.041446132,-0.045758814,-1.0712618,0,0,6.6389984e-07,1.3881674,-0.29347298,-1.571289,9.9094029e-08,-1.9736078e-06,0.78493976,1.3249742e-06,-1.4661389e-06,-2.3562288,0,0,-0.11456689,0.00033134054,-0.00036640607,-0.008667112,0,0,-14.323559,0.041451286,-0.045756,-1.0715659,0,0,-0.51999934,1.2881674,-0.29347297,-1.571289,9.8913808e-08,-1.9736605e-06,-0.78493976,-1.2807891e-06,-1.4784646e-06,2.3562288,0,0,0.11456821,-0.00032029358,-0.00036948751,0.0086646579,0,0,14.323724,-0.040070174,-0.046141183,1.0712592,0,0,0.51999936,-1.2881674,-0.29347298,1.571289,-1.388833e-07,-1.9511509e-06,-0.78493976,-1.2807891e-06,-1.4784646e-06,2.3562288,0,0,0.11456821,-0.00032029358,-0.00036948751,0.0086646579,0,0,14.323724,-0.040070174,-0.046141183,1.0712592,0,0,-6.3736804e-07,-1.3881674,-0.29347298,1.571289,-1.388833e-07,-1.9511509e-06,-0.78493976,-1.2807891e-06,-1.4784646e-06,2.3562288,0,0,0.11456821,-0.00032029358,-0.00036948751,0.0086646579,0,0,14.323724,-0.040070174,-0.046141183,1.0712592,0,0,-0.52000064,-1.2881674,-0.29347298,1.571289,-1.388833e-07,-1.9511509e-06,0,0,0,3.6902091e-32,3.9443045e-31,0,0,0,0,0,0,0,0,0,0,0,0,0,178725.95,-108.66347,120.19218,6308.8379,0,0,178725.95,-108.66347,120.19218,6308.8379,0,0,178723.88,-108.67698,120.18479,6310.609,0,0,-178725.94,105.0536,121.19551,-6308.8225,0,0,-178725.94,105.0536,121.19551,-6308.8225,0,0,-178725.94,105.0536,121.19551,-6308.8225,0,0
9,0.008,0.78481803,1.6768481e-06,-1.8555153e-06,-2.356238,0,0,-0.1288939,0.00037276989,-0.00041215487,-0.0097273444,0,0,-14.325032,0.041462409,-0.045737121,-1.0655308,0,0,0.52000084,1.2881241,-0.29353751,-1.57142,1.2488772e-07,-2.497831e-06,0.78481803,1.6768481e-06,-1.8555153e-06,-2.356238,0,0,-0.1288939,0.00037276989,-0.00041215487,-0.0097273444,0,0,-14.325032,0.041462409,-0.045737121,-1.0655308,0,0,8.4032189e-07,1.3881241,-0.29353751,-1.57142,1.2488771e-07,-2.497831e-06,0.78481803,1.6770566e-06,-1.8554013e-06,-2.356238,0,0,-0.12889241,0.00037281625,-0.00041212953,-0.0097300813,0,0,-14.324866,0.041467565,-0.045734308,-1.0658348,0,0,-0.51999916,1.2881241,-0.2935375,-1.57142,1.2465961e-07,-2.4978977e-06,-0.78481803,-1.6211339e-06,-1.871001e-06,2.356238,0,0,0.12889389,-0.00036038799,-0.00041559616,0.0097273206,0,0,14.325031,-0.040086336,-0.046119493,1.0655281,0,0,0.51999919,-1.2881241,-0.29353751,1.57142,-1.7525016e-07,-2.4694144e-06,-0.78481803,-1.6211339e-06,-1.871001e-06,2.356238,0,0,0.12889389,-0.00036038799,-0.00041559616,0.0097273206,0,0,14.325031,-0.040086336,-0.046119493,1.0655281,0,0,-8.0674223e-07,-1.3881241,-0.29353751,1.57142,-1.7525016e-07,-2.4694144e-06,-0.78481803,-1.6211339e-06,-1.871001e-06,2.356238,0,0,0.12889389,-0.00036038799,-0.00041559616,0.0097273206,0,0,14.325031,-0.040086336,-0.046119493,1.0655281,0,0,-0.52000081,-1.2881241,-0.29353751,1.57142,-1.7525016e-07,-2.4694144e-06,0,0,0,3.6902091e-32,3.9443045e-31,0,0,0,0,0,0,0,0,0,0,0,0,0,202040.45,-123.5689,136.63507,7117.0657,0,0,202040.45,-123.5689,136.63507,7117.0657,0,0,202038.11,-123.58427,136.62667,7119.0677,0,0,-202040.44,119.46434,137.77586,-7117.0482,0,0,-202040.44,119.46434,137.77586,-7117.0482,0,0,-202040.44,119.46434,137.77586,-7117.0482,0,0
10,0.009,0.78468197,2.0703679e-06,-2.2905137e-06,-2.3562482,0,0,-0.14322119,0.00041426041,-0.00045785445,-0.010782957,0,0,-14.326538,0.041481149,-0.045712096,-1.0589187,0,0,0.52000104,1.2880757,-0.29360963,-1.5715663,1.5345805e-07,-3.0837197e-06,0.78468197,2.0703679e-06,-2.2905137e-06,-2.3562482,0,0,-0.14322119,0.00041426041,-0.00045785445,-0.010782957,0,0,-14.326538,0.041481149,-0.045712096,-1.0589187,0,0,1.0375342e-06,1.3880757,-0.29360963,-1.5715663,1.5345805e-07,-3.0837197e-06,0.78468198,2.0706254e-06,-2.2903729e-06,-2.3562483,0,0,-0.14321953,0.00041431193,-0.0004578263,-0.010785998,0,0,-14.326372,0.041486307,-0.045709283,-1.0592227,0,0,-0.51999896,1.2880757,-0.29360962,-1.5715663,1.5317642e-07,-3.083802e-06,-0.78468197,-2.0015837e-06,-2.3096319e-06,2.3562482,0,0,0.14322118,-0.00040050224,-0.00046167812,0.010782931,0,0,14.326537,-0.040104945,-0.046094469,1.0589161,0,0,0.519999,-1.2880757,-0.29360963,1.5715663,-2.1563962e-07,-3.048645e-06,-0.78468197,-2.0015837e-06,-2.3096319e-06,2.3562482,0,0,0.14322118,-0.00040050224,-0.00046167812,0.010782931,0,0,14.326537,-0.040104945,-0.046094469,1.0589161,0,0,-9.9607739e-07,-1.3880757,-0.29360963,1.5715663,-2.1563962e-07,-3.048645e-06,-0.78468197,-2.0015837e-06,-2.3096319e-06,2.3562482,0,0,0.14322118,-0.00040050224,-0.00046167812,0.010782931,0,0,14.326537,-0.040104945,-0.046094469,1.0589161,0,0,-0.520001,-1.2880757,-0.29360963,1.5715663,-2.1563962e-07,-3.048645e-06,0,0,0,3.6902091e-32,3.9443045e-31,0,0,0,0,0,0,0,0,0,0,0,0,0,225572.25,-138.7707,153.38993,7927.769,0,0,225572.25,-138.7707,153.38993,7927.769,0,0,225569.64,-138.78796,153.3805,7930.0041,0,0,-225572.24,134.16176,154.67086,-7927.7495,0,0,-225572.24,134.16176,154.67086,-7927.7495,0,0,-225572.24,134.16176,154.67086,-7927.7495,0,0
