1,0,0.52,1.2883301,-0.29322991,-1.5707963,-3.269651e-15,-3.2627121e-15,0.78539816,-7.2409008e-31,-1.5730874e-31,-2.3561945,0,-0,0,0,-14.319051,0.041387827,-0.045836313,-1.0917395
2,0.001,0.52000001,1.2883275,-0.29323371,-1.570804,1.5723946e-09,-3.0838383e-08,0.785391,2.069401e-08,-2.2918029e-08,-2.356195,-0.014319082,4.138821e-05,-4.5835806e-05,-0.0010916056,-14.319127,0.041388779,-0.045835054,-1.091407
3,0.002,0.52000004,1.2883199,-0.2932451,-1.5708271,6.285034e-09,-1.2335339e-07,0.78536953,8.27772e-08,-9.1670581e-08,-2.3561967,-0.028638346,8.2778709e-05,-9.1668585e-05,-0.002182412,-14.319361,0.041391712,-0.045831175,-1.0903828
4,0.003,0.52000009,1.2883071,-0.29326409,-1.5708657,1.4124282e-08,-2.7754465e-07,0.78533373,1.8625303e-07,-2.0625308e-07,-2.3561994,-0.042957974,0.00012417376,-0.00013749535,-0.0032716299,-14.319761,0.041396723,-0.045824546,-1.088632
5,0.004,0.52000017,1.2882893,-0.29329066,-1.5709196,2.5067496e-08,-4.9341151e-07,0.78528361,3.3112722e-07,-3.6665796e-07,-2.3562032,-0.057278149,0.00016557566,-0.00018331303,-0.0043584493,-14.320309,0.041403586,-0.045815461,-1.0862325
6,0.005,0.52000026,1.2882664,-0.29332483,-1.5709889,3.9081584e-08,-7.7095289e-07,0.78521917,5.1740863e-07,-5.7287349e-07,-2.3562081,-0.071599098,0.00020698725,-0.00022911789,-0.0054418814,-14.320916,0.04141117,-0.045805412,-1.0835783
7,0.006,0.52000037,1.2882383,-0.29336659,-1.5710737,5.6121596e-08,-1.110167e-06,0.78514041,7.4511007e-07,-8.2488267e-07,-2.3562141,-0.085921047,0.00024841133,-0.00027490618,-0.0065209358,-14.321604,0.041419776,-0.045793994,-1.0805623
8,0.007,0.52000051,1.2882052,-0.29341595,-1.5711738,7.613972e-08,-1.5110527e-06,0.78504733,1.0142429e-06,-1.1226704e-06,-2.3562212,-0.10024404,0.00028984851,-0.00032067705,-0.0075953918,-14.322533,0.041431378,-0.045778582,-1.0764914
9,0.008,0.52000066,1.288167,-0.29347289,-1.5712894,9.9078097e-08,-1.9736083e-06,0.78493992,1.3248213e-06,-1.4662179e-06,-2.3562293,-0.11456829,0.0003313012,-0.00036642728,-0.0086643939,-14.323672,0.041445585,-0.045759682,-1.0714986
10,0.009,0.52000084,1.2881237,-0.29353742,-1.5714203,1.2486958e-07,-2.4978319e-06,0.78481819,1.6768619e-06,-1.8555029e-06,-2.3562385,-0.12889396,0.0003727717,-0.00041215376,-0.00972712,-14.325005,0.041462197,-0.045737545,-1.0656502
11,0.01,0.52000104,1.2880753,-0.29360954,-1.5715666,1.534379e-07,-3.0837211e-06,0.78468213,2.0703836e-06,-2.2905001e-06,-2.3562487,-0.14322124,0.00041426226,-0.00045785344,-0.010782764,-14.326525,0.041481104,-0.045712298,-1.0589795
12,0.011,0.52000126,1.2880218,-0.29368924,-1.5717283,1.8469774e-07,-3.7312733e-06,0.78453175,2.5054076e-06,-2.7711814e-06,-2.35626,-0.15755032,0.00045577507,-0.00050352329,-0.011830529,-14.328228,0.041502246,-0.045684003,-1.0515028
13,0.012,0.52000149,1.2879633,-0.29377653,-1.5719054,2.1855481e-07,-4.4404853e-06,0.78436703,2.9819571e-06,-3.2975154e-06,-2.3562724,-0.17188137,0.00049731232,-0.00054916033,-0.01286962,-14.33011,0.041525581,-0.045652692,-1.0432283
14,0.013,0.52000175,1.2878997,-0.2938714,-1.5720978,2.5490587e-07,-5.2113537e-06,0.78418798,3.5000577e-06,-3.8694678e-06,-2.3562858,-0.18621458,0.00053887615,-0.00059476155,-0.013899246,-14.332172,0.04155108,-0.045618382,-1.03416
15,0.014,0.52000203,1.287831,-0.29397385,-1.5723056,2.9363872e-07,-6.0438747e-06,0.7839946,4.059737e-06,-4.4870012e-06,-2.3563002,-0.20055011,0.00058046869,-0.00064032398,-0.014918615,-14.334411,0.041578717,-0.04558108,-1.0242997
16,0.015,0.52000234,1.2877572,-0.29408388,-1.5725287,3.3463228e-07,-6.9380437e-06,0.78378688,4.6610248e-06,-5.1500755e-06,-2.3563156,-0.21488814,0.00062209203,-0.00068584463,-0.015926937,-14.336828,0.041608467,-0.04554079,-1.0136482
17,0.016,0.52000266,1.2876783,-0.29420148,-1.5727672,3.7775656e-07,-7.8938561e-06,0.78356482,5.3039529e-06,-5.8586472e-06,-2.356332,-0.22922886,0.00066374826,-0.00073132051,-0.016923422,-14.339422,0.041640306,-0.045497516,-1.0022057
18,0.017,0.520003,1.2875944,-0.29432666,-1.573021,4.228727e-07,-8.9113063e-06,0.78332842,5.9885552e-06,-6.6126702e-06,-2.3563494,-0.24357244,0.00070543942,-0.00077674863,-0.017907277,-14.342192,0.041674209,-0.045451257,-0.9899722
19,0.018,0.52000337,1.2875055,-0.29445941,-1.5732901,4.6983298e-07,-9.9903884e-06,0.78307767,6.7148677e-06,-7.4120952e-06,-2.3563678,-0.25791905,0.00074716753,-0.00082212603,-0.018877713,-14.345137,0.041710147,-0.045402016,-0.97694755
20,0.019,0.52000375,1.2874115,-0.29459972,-1.5735746,5.1848083e-07,-1.1131096e-05,0.78281258,7.4829283e-06,-8.25687e-06,-2.3563872,-0.27226887,0.0007889346,-0.00086744971,-0.019833936,-14.348257,0.041748092,-0.045349793,-0.96313145
