0,0,0.52,1.28833,-0.293234,-1.5708,1.57228e-09,-3.08384e-08,0.785391,2.06941e-08,-2.29179e-08,-2.3562,-0.0143191,4.1388e-05,-4.5836e-05,-0.0010916,-14.3191,0.041389,-0.0458348,-1.09135
1,0.001,0.52,1.28832,-0.293245,-1.57083,6.28468e-09,-1.23353e-07,0.78537,8.27774e-08,-9.16703e-08,-2.3562,-0.0286384,8.27785e-05,-9.16688e-05,-0.00218242,-14.3194,0.0413923,-0.0458303,-1.09016
2,0.002,0.52,1.28831,-0.293264,-1.57087,1.41239e-08,-2.77545e-07,0.785334,1.86253e-07,-2.06253e-07,-2.3562,-0.042958,0.000124173,-0.000137496,-0.00327167,-14.3199,0.041398,-0.0458229,-1.08819
3,0.003,0.52,1.28829,-0.293291,-1.57092,2.50673e-08,-4.93411e-07,0.785284,3.31127e-07,-3.66658e-07,-2.3562,-0.0572781,0.000165575,-0.000183314,-0.00435854,-14.3205,0.0414059,-0.0458124,-1.08543
4,0.004,0.52,1.28827,-0.293325,-1.57099,3.90835e-08,-7.70953e-07,0.785219,5.17407e-07,-5.72875e-07,-2.35621,-0.071599,0.000206986,-0.00022912,-0.00544227,-14.3213,0.041416,-0.045799,-1.08188
5,0.005,0.52,1.28824,-0.293367,-1.57107,5.6132e-08,-1.11017e-06,0.78514,7.45104e-07,-8.24891e-07,-2.35621,-0.0859208,0.000248408,-0.000274911,-0.00652205,-14.3223,0.0414284,-0.0457826,-1.07755
6,0.006,0.520001,1.28821,-0.293416,-1.57117,7.61632e-08,-1.51106e-06,0.785047,1.01423e-06,-1.12269e-06,-2.35622,-0.100244,0.000289843,-0.000320684,-0.0075971,-14.3235,0.041443,-0.0457632,-1.07242
7,0.007,0.520001,1.28817,-0.293473,-1.57129,9.91187e-08,-1.97361e-06,0.78494,1.3248e-06,-1.46625e-06,-2.35623,-0.114568,0.000331295,-0.000366436,-0.00866663,-14.3248,0.0414598,-0.0457408,-1.06651
8,0.008,0.520001,1.28812,-0.293537,-1.57142,1.24931e-07,-2.49784e-06,0.784818,1.67682e-06,-1.85555e-06,-2.35624,-0.128893,0.000372764,-0.000412164,-0.00972985,-14.3263,0.0414788,-0.0457154,-1.0598
9,0.009,0.520001,1.28808,-0.29361,-1.57157,1.53524e-07,-3.08373e-06,0.784682,2.07033e-06,-2.29057e-06,-2.35625,-0.143221,0.000414253,-0.000457866,-0.010786,-14.328,0.0415,-0.045687,-1.05231
10,0.01,0.520001,1.28802,-0.293689,-1.57173,1.84811e-07,-3.73129e-06,0.784532,2.50534e-06,-2.77127e-06,-2.35626,-0.157549,0.000455765,-0.000503537,-0.0118342,-14.3299,0.0415234,-0.0456557,-1.04403
11,0.011,0.520001,1.28796,-0.293777,-1.57191,2.18699e-07,-4.44051e-06,0.784367,2.98187e-06,-3.29763e-06,-2.35627,-0.17188,0.000497301,-0.000549176,-0.0128738,-14.332,0.0415489,-0.0456214,-1.03495
12,0.012,0.520002,1.2879,-0.293871,-1.5721,2.55085e-07,-5.21138e-06,0.784188,3.49995e-06,-3.86961e-06,-2.35629,-0.186214,0.000538863,-0.000594779,-0.0139038,-14.3342,0.0415766,-0.0455841,-1.02509
13,0.013,0.520002,1.28783,-0.293974,-1.57231,2.93855e-07,-6.04391e-06,0.783995,4.05961e-06,-4.48718e-06,-2.3563,-0.200549,0.000580455,-0.000640343,-0.0149237,-14.3367,0.0416064,-0.0455438,-1.01444
14,0.014,0.520002,1.28776,-0.294084,-1.57253,3.3489e-07,-6.93808e-06,0.783787,4.66087e-06,-5.15028e-06,-2.35632,-0.214887,0.000622077,-0.000685866,-0.0159325,-14.3392,0.0416383,-0.0455005,-1.003
15,0.015,0.520003,1.28768,-0.294201,-1.57277,3.78058e-07,-7.8939e-06,0.783565,5.30377e-06,-5.85889e-06,-2.35633,-0.229228,0.000663732,-0.000731343,-0.0169294,-14.342,0.0416722,-0.0454542,-0.990764
16,0.016,0.520003,1.28759,-0.294327,-1.57302,4.23222e-07,-8.91136e-06,0.783328,5.98835e-06,-6.61295e-06,-2.35635,-0.243571,0.000705422,-0.000776773,-0.0179137,-14.345,0.0417082,-0.045405,-0.97774
17,0.017,0.520003,1.28751,-0.294459,-1.57329,4.70233e-07,-9.99045e-06,0.783078,6.71463e-06,-7.41242e-06,-2.35637,-0.257918,0.000747149,-0.000822152,-0.0188846,-14.3481,0.0417462,-0.0453528,-0.963924
18,0.018,0.520004,1.28741,-0.2946,-1.57357,5.18934e-07,-1.11312e-05,0.782813,7.48266e-06,-8.25724e-06,-2.35639,-0.272267,0.000788915,-0.000867478,-0.0198413,-14.3514,0.0417861,-0.0452976,-0.949316
19,0.019,0.520004,1.28731,-0.294748,-1.57387,5.69161e-07,-1.23335e-05,0.782533,8.29247e-06,-9.14736e-06,-2.35641,-0.28662,0.000830722,-0.000912746,-0.020783,-14.3548,0.041828,-0.0452394,-0.933917
20,0.02,0.520005,1.28721,-0.294903,-1.57419,6.2074e-07,-1.35974e-05,0.782239,9.14412e-06,-1.00827e-05,-2.35643,-0.300977,0.000872571,-0.000957955,-0.0217089,-14.3585,0.0418719,-0.0451782,-0.917725
21,0.021,0.520005,1.2871,-0.295066,-1.57452,6.73486e-07,-1.4923e-05,0.781931,1.00376e-05,-1.10632e-05,-2.35645,-0.315337,0.000914466,-0.0010031,-0.0226182,-14.3623,0.0419176,-0.045114,-0.90074
