1,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,-9.8065719,0,0,0,0.52,1.2883301,-0.29322991,-1.5707963,-3.269651e-15,-3.2627121e-15,0.78539816,-7.2409008e-31,-1.5730874e-31,-2.3561945,0,-0,0,0,-0.0014668148,-4.032768e-05,3.1906893e-05,0.012997892,-0.0081698724,3.6204504e-26,7.8654371e-27,0.024509617,0,0
2,0.001,0,0,-4.9032916e-06,0,-0,0,0,0,-0.0098065889,0,0,0,0,0,-9.8066025,0,0,0,0.52,1.2883301,-0.29323482,-1.5707963,-5.1028129e-13,5.7407169e-12,0.78539816,-3.7030956e-12,4.4201183e-12,-2.3561945,-8.8074607e-07,-2.2678671e-09,3.4821587e-09,4.5535857e-06,-0.00057231,4.5176657e-06,-5.0934333e-06,0.001178233,-0.0037404297,1.152449e-05,-1.76318e-05,0.0015825409,0,0
3,0.002,0,0,-1.9613187e-05,0,-0,0,0,0,-0.019613206,0,0,0,0,0,-9.8066243,0,0,0,0.52,1.2883301,-0.29324953,-1.5707963,-9.7854756e-13,7.4837754e-12,0.78539816,-4.6045098e-12,5.983761e-12,-2.3561945,-1.249925e-06,-6.9688183e-11,2.6075838e-10,4.833111e-06,-0.00028112727,1.1307513e-06,-1.9257465e-06,4.9819815e-05,-0.0018401859,5.786664e-07,-1.6029799e-06,-5.2910736e-05,0,0
4,0.003,0,0,-4.412971e-05,0,-0,0,0,0,-0.02941984,0,0,0,0,0,-9.8066368,0,0,0,0.52,1.2883301,-0.29327405,-1.5707963,-9.8514106e-13,7.3069786e-12,0.78539816,-4.4748333e-12,5.8634092e-12,-2.3561945,-1.4270314e-06,2.2997061e-10,-3.2606163e-10,4.7992352e-06,-0.0001414496,1.0665337e-07,-2.4473509e-07,-4.6493976e-05,-0.0008872869,-9.2611138e-07,1.3371377e-06,-0.00012450213,0,0
5,0.004,0,0,-7.845287e-05,0,-0,0,0,0,-0.039226482,0,0,0,0,0,-9.8066434,0,0,0,0.52,1.2883301,-0.29330837,-1.5707963,-9.1421004e-13,6.9324832e-12,0.78539816,-4.2601808e-12,5.5484451e-12,-2.3561945,-1.5096566e-06,1.9213977e-10,-2.8685937e-10,4.7481102e-06,-6.9379698e-05,-5.0483485e-08,6.8387652e-08,-5.0907325e-05,-0.00040054011,-7.4768982e-07,1.1568746e-06,-0.00010755593,0,0
6,0.005,0,0,-0.00012258268,0,-0,0,0,0,-0.049033129,0,0,0,0,0,-9.8066464,0,0,0,0.52,1.2883301,-0.2933525,-1.5707963,-8.582158e-13,6.6405133e-12,0.78539816,-4.0933208e-12,5.3023973e-12,-2.3561945,-1.5438544e-06,1.4290957e-10,-2.0803376e-10,4.698726e-06,-3.6643804e-05,-4.8526979e-08,7.6558686e-08,-4.9472034e-05,-0.00015322738,-5.0988179e-07,7.7504894e-07,-9.6805416e-05,0,0
7,0.006,0,0,-0.00017651913,0,-0,0,0,0,-0.058839777,0,0,0,0,0,-9.806648,0,0,0,0.52,1.2883301,-0.29340644,-1.5707963,-8.1820756e-13,6.4155581e-12,0.78539816,-3.9625436e-12,5.1150399e-12,-2.3561945,-1.5543819e-06,1.1257935e-10,-1.5787961e-10,4.6507955e-06,-1.9232935e-05,-3.6395804e-08,5.8955664e-08,-4.8444315e-05,-2.3351599e-05,-3.6476956e-07,5.3364605e-07,-9.0904029e-05,0,0
8,0.007,0,0,-0.00024026223,0,-0,0,0,0,-0.068646427,0,0,0,0,0,-9.8066493,0,0,0,0.52,1.2883301,-0.29347018,-1.5707963,-7.8924035e-13,6.2360829e-12,0.78539815,-3.8561183e-12,4.9676488e-12,-2.3561945,-1.5532844e-06,9.4249256e-11,-1.2740787e-10,4.6037816e-06,-5.6792974e-06,-2.4351996e-08,3.996638e-08,-4.7490734e-05,4.8683038e-05,-2.7844036e-07,3.8865692e-07,-8.7210669e-05,0,0
9,0.008,0,0,-0.00031381198,0,-0,0,0,0,-0.078453078,0,0,0,0,0,-9.8066501,0,0,0,0.52,1.2883301,-0.29354373,-1.5707963,-7.6711645e-13,6.0846267e-12,0.78539815,-3.7646666e-12,4.8449092e-12,-2.3561945,-1.5451174e-06,8.3965005e-11,-1.1041395e-10,4.5575117e-06,3.5515599e-06,-1.49735e-08,2.465141e-08,-4.6676825e-05,8.519276e-05,-2.3159169e-07,3.0982428e-07,-8.4903811e-05,0,0
10,0.009,0,0,-0.00039716839,0,-0,0,0,0,-0.088259729,0,0,0,0,0,-9.8066507,0,0,0,0.52,1.2883301,-0.29362709,-1.5707963,-7.4886482e-13,5.9492595e-12,0.78539815,-3.6818533e-12,4.7362842e-12,-2.3561944,-1.5330034e-06,7.8493949e-11,-1.0156755e-10,4.5118608e-06,9.2598521e-06,-8.6385371e-09,1.4114736e-08,-4.5992884e-05,0.00010150443,-2.0837708e-07,2.7102352e-07,-8.3392114e-05,0,0
